,mrna,rpf,te,note,gene
YNL173C,51.14,59.19,0.210901296,Plasma membrane protein involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations,MDG1
YFL041W,65.96,59.14,-0.157457155,"Multicopper oxidase, integral membrane protein with similarity to Fet3p; may have a role in iron transport",FET5
YDL132W,90.16,59.04,-0.610794794,"Cullin, structural protein of SCF complexes (which also contain Skp1p, Cdc34p, Hrt1p and an F-box protein) involved in ubiquitination; SCF promotes the G1-S transition by targeting G1 cyclins and the Cln-CDK inhibitor Sic1p for degradation",CDC53
YPL215W,58.23,59.02,0.019441302,Mitochondrial protein required for assembly of ubiquinol cytochrome-c reductase complex (cytochrome bc1 complex); interacts with Cbp4p and function is partially redundant with that of Cbp4p,CBP3
YNL005C,78.81,58.96,-0.418642177,Mitochondrial ribosomal protein of the large subunit,MRP7
YBR265W,61.69,58.93,-0.06603438,"3-ketosphinganine reductase, catalyzes the second step in phytosphingosine synthesis, essential for growth in the absence of exogenous dihydrosphingosine or phytosphingosine, member of short chain dehydrogenase/reductase protein family",TSC10
YOL007C,52.98,58.92,0.153309587,Protein of unknown function; green fluorescent protein (GFP)- fusion protein localizes to the mother side of the bud neck and the vacuole; YOL007C is not an essential gene,CSI2
YGL112C,72.43,58.72,-0.302735407,"Subunit (60 kDa) of TFIID and SAGA complexes, involved in transcription initiation of RNA polymerase II and in chromatin modification, similar to histone H4",TAF6
YOL093W,31.32,58.69,0.906030495,"tRNA methyltransferase, methylates the N-1 position of guanosine in tRNAs",TRM10
YJL076W,131.6,58.66,-1.165710513,"Core subunit of the RENT complex, which is a complex involved in nucleolar silencing and telophase exit; stimulates transcription by RNA polymerase I and regulates nucleolar structure",NET1
YGR076C,36.49,58.63,0.684137906,Mitochondrial ribosomal protein of the large subunit,MRPL25
YHR188C,102.23,58.57,-0.803584826,Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-Tp homolog,GPI16
YMR255W,51.19,58.57,0.194299888,"Coiled-coiled protein of unknown function, identified as a high-copy suppressor of a dbp5 mutation",GFD1
YDR292C,79.52,58.56,-0.441402203,"Signal recognition particle (SRP) receptor alpha subunit; contain GTPase domains; involved in SRP-dependent protein targeting; interacts with the beta subunit, Srp102p",SRP101
YPL112C,79.04,58.53,-0.433406668,"Peripheral peroxisomal membrane peroxin required for the regulation of peroxisome size and maintenance, recruits GTPase Rho1p to peroxisomes, induced by oleate, interacts with homologous protein Pex27p",PEX25
YCR093W,126.47,58.47,-1.113026707,"Component of the CCR4-NOT complex, which has multiple roles in regulating mRNA levels including regulation of transcription and destabilizing mRNAs by deadenylation; basal transcription factor",CDC39
YNL215W,21.41,58.43,1.448424494,Protein that associates with the INO80 chromatin remodeling complex under low-salt conditions; essential for growth under anaerobic conditions,IES2
YOR207C,96.64,58.38,-0.727146244,"Second-largest subunit of RNA polymerase III, which is responsible for the transcription of tRNA and 5S RNA genes, and other low molecular weight RNAs",RET1
YKL049C,37.54,58.33,0.635809424,"Centromere protein that resembles histone H3, required for proper kinetochore function; homolog of human CENP-A; levels are regulated by E3 ubiquitin ligase Psh1p",CSE4
YCR003W,40.83,58.27,0.513123743,Mitochondrial ribosomal protein of the large subunit,MRPL32
YLR312W-A,55.28,58.19,0.07401363,Mitochondrial ribosomal protein of the large subunit,MRPL15
YLR120C,61.24,58.18,-0.073950986,"Aspartic protease, member of the yapsin family of proteases involved in cell wall growth and maintenance; attached to the plasma membrane via a glycosylphosphatidylinositol (GPI) anchor",YPS1
YLR258W,77.64,58.15,-0.417020926,"Glycogen synthase, similar to Gsy1p; expression induced by glucose limitation, nitrogen starvation, heat shock, and stationary phase; activity regulated by cAMP-dependent, Snf1p and Pho85p kinases as well as by the Gac1p-Glc7p phosphatase",GSY2
YNL118C,78.27,58.1,-0.429921281,"Catalytic subunit of the Dcp1p-Dcp2p decapping enzyme complex, which removes the 5' cap structure from mRNAs prior to their degradation; member of the Nudix hydrolase family",DCP2
YDR367W,83.06,58.06,-0.5166093,Component of inositol phosphorylceramide (IPC) synthase; forms a complex with Aur1p and regulates its activity; required for IPC synthase complex localization to the Golgi; post-translationally processed by Kex2p; KEI1 is an essential gene,KEI1
YNL087W,107.5,58.05,-0.888968688,Bud-specific protein with a potential role in membrane trafficking; GFP-fusion protein migrates from the cell surface to intracellular vesicles near vacuole; contains 3 calcium and lipid binding domains; mRNA is targeted to the bud,TCB2
YLL011W,71.49,57.99,-0.301937314,Essential protein required for biogenesis of 40S (small) ribosomal subunit; has similarity to the beta subunit of trimeric G-proteins and the splicing factor Prp4p,SOF1
YNL265C,40.86,57.94,0.503870481,Protein with a positive role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p,IST1
YCR017C,122.11,57.92,-1.076047845,Putative sensor/transporter protein involved in cell wall biogenesis; contains 14-16 transmembrane segments and several putative glycosylation and phosphorylation sites; null mutation is synthetically lethal with pkc1 deletion,CWH43
YOR116C,115.83,57.9,-1.000373707,"RNA polymerase III largest subunit C160, part of core enzyme; similar to bacterial beta-prime subunit and to RPA190 and RPO21",RPO31
YNL088W,96.87,57.9,-0.742486593,"Topoisomerase II, relieves torsional strain in DNA by cleaving and re-sealing the phosphodiester backbone of both positively and negatively supercoiled DNA; cleaves complementary strands; localizes to axial cores in meiosis",TOP2
YLR209C,51.47,57.74,0.165839325,"Purine nucleoside phosphorylase, specifically metabolizes inosine and guanosine nucleosides; involved in the nicotinamide riboside salvage pathway",PNP1
YPL144W,59.49,57.63,-0.045827159,Component of a heterodimeric Poc4p-Irc25p chaperone involved in assembly of alpha subunits into the 20S proteasome; may regulate formation of proteasome isoforms with alternative subunits under different conditions,POC4
YOR287C,36.44,57.59,0.660295363,Component of 90S preribosomes; involved in early cleavages of the 35S pre-rRNA and in production of the 40S ribosomal subunit,RRP36
YBR210W,58.01,57.49,-0.012990589,"Protein involved in export of proteins from the endoplasmic reticulum, has similarity to Erv14p",ERV15
YER183C,63.0,57.48,-0.132291767,"5,10-methenyltetrahydrofolate synthetase, involved in folic acid biosynthesis",FAU1
YHR016C,49.21,57.46,0.223606476,Actin-binding protein involved in bundling of actin filaments and endocytosis of actin cortical patches; activity stimulated by Las17p; contains SH3 domain similar to Rvs167p,YSC84
YDR302W,41.61,57.45,0.465376604,ER membrane protein involved in a late step of glycosylphosphatidylinositol (GPI) anchor assembly; involved in the addition of phosphoethanolamine to the multiply mannosylated GPI intermediate; human PIG-Fp is a functional homolog,GPI11
YLR078C,70.93,57.23,-0.309624341,"v-SNARE (vesicle specific SNAP receptor), localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi",BOS1
YBR022W,40.1,57.2,0.51241291,"Phosphatase that is highly specific for ADP-ribose 1''-phosphate, a tRNA splicing metabolite; may have a role in regulation of tRNA splicing",POA1
YDR531W,83.31,57.07,-0.545757115,"Pantothenate kinase (ATP:D-pantothenate 4'-phosphotransferase, EC 2.7.1.33); catalyzes the first committed step in the universal biosynthetic pathway for synthesis of coenzyme A (CoA)",CAB1
YBL021C,37.37,57.02,0.609587476,"Subunit of the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex, a transcriptional activator and global regulator of respiratory gene expression; contains sequences contributing to both complex assembly and DNA binding",HAP3
YER016W,63.52,56.94,-0.157768419,Microtubule-binding protein that together with Kar9p makes up the cortical microtubule capture site and delays the exit from mitosis when the spindle is oriented abnormally,BIM1
YOR311C,73.06,56.83,-0.362429038,"Diacylglycerol kinase, localized to the endoplasmic reticulum (ER); overproduction induces enlargement of ER-like membrane structures and suppresses a temperature-sensitive sly1 mutation; contains a CTP transferase domain",DGK1
YLL048C,147.6,56.83,-1.376968101,Transporter of the ATP-binding cassette (ABC) family involved in bile acid transport; similar to mammalian bile transporters,YBT1
YDR354W,68.54,56.82,-0.27054736,"Anthranilate phosphoribosyl transferase of the tryptophan biosynthetic pathway, catalyzes the phosphoribosylation of anthranilate, subject to the general control system of amino acid biosynthesis",TRP4
YGL044C,30.82,56.76,0.881007728,Cleavage and polyadenylation factor I (CF I) component involved in cleavage and polyadenylation of mRNA 3' ends; interacts with the A-rich polyadenylation signal in complex with Rna14p and Hrp1p,RNA15
YDR331W,61.11,56.75,-0.106788089,ER membrane glycoprotein subunit of the glycosylphosphatidylinositol transamidase complex that adds glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins; human PIG-K protein is a functional homolog,GPI8
YMR033W,62.55,56.65,-0.142933928,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation,ARP9
YGR049W,38.02,56.63,0.574807998,"Potential regulatory effector of CDC4 function, suppresses a temperature-sensitive allele of CDC4, tripartite protein structure in which a charged region separates two uncharged domains, not essential for mitosis or meiosis",SCM4
YGR251W,36.38,56.58,0.637146634,Essential protein required for maturation of 18S rRNA; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the nucleolus,YGR251W
YER095W,47.79,56.58,0.243583409,"Strand exchange protein, forms a helical filament with DNA that searches for homology; involved in the recombinational repair of double-strand breaks in DNA during vegetative growth and meiosis; homolog of Dmc1p and bacterial RecA protein",RAD51
YLL021W,70.25,56.55,-0.312971201,"Component of the polarisome, which functions in actin cytoskeletal organization during polarized growth; acts as a scaffold for Mkk1p and Mpk1p cell wall integrity signaling components; potential Cdc28p substrate",SPA2
YEL017W,54.91,56.47,0.04041572,"Protein of unknown function with a possible role in glutathione metabolism, as suggested by computational analysis of large-scale protein-protein interaction data; GFP-fusion protein localizes to the nuclear periphery",GTT3
YKL191W,112.77,56.43,-0.998849067,"Protein required, along with Dph1p, Kti11p, Jjj3p, and Dph5p, for synthesis of diphthamide, which is a modified histidine residue of translation elongation factor 2 (Eft1p or Eft2p); may act in a complex with Dph1p and Kti11p",DPH2
YNR052C,55.07,56.41,0.034684328,"RNase of the DEDD superfamily, subunit of the Ccr4-Not complex that mediates 3' to 5' mRNA deadenylation",POP2
YDR162C,27.51,56.35,1.034459471,"Protein involved in the HOG (high osmolarity glycerol) pathway, negatively regulates Hog1p by recruitment of phosphatase Ptc1p the Pbs2p-Hog1p complex, found in the nucleus and cytoplasm, contains an SH3 domain that binds Pbs2p",NBP2
YIR026C,57.8,56.35,-0.036653882,"Protein phosphatase involved in vegetative growth at low temperatures, sporulation, and glycogen accumulation; mutants are defective in 60S ribosome assembly; member of the dual-specificity family of protein phosphatases",YVH1
YJL125C,45.45,56.23,0.307059752,"Subunit of tRNA (1-methyladenosine) methyltransferase, with Gcd10p, required for the modification of the adenine at position 58 in tRNAs, especially tRNAi-Met; first identified as a negative regulator of GCN4 expression",GCD14
YNL212W,65.0,56.14,-0.211410654,"Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth",VID27
YMR128W,59.91,56.13,-0.094024774,"Essential DEAH-box ATP-dependent RNA helicase specific to the U3 snoRNP, predominantly nucleolar in distribution, required for 18S rRNA synthesis",ECM16
YIL030C,93.79,56.12,-0.7409191,Ubiquitin-protein ligase involved in ER-associated protein degradation; located in the ER/nuclear envelope; ssm4 mutation suppresses mRNA instability caused by an rna14 mutation,SSM4
